id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4,p5_1,p5_2,p5_3,p5_4,p5_5,p5_6,p6,p7,p8,p9_1,p9_2,p9_3,p9_4,p9_5,p9_6,p9_7,p10_1,p10_2,p10_3,p10_4,p10_5,p10_6,p10_7,p10_8,p10_9,p10_10,p10_11,p10_12,p11,p12,p13,p14,p15_1,p15_2,p15_3,p15_4,p15_5,p15_6,p15_7,p15_8,p15_9,p15_10,p15_11,p15_12,p16,p17_1,p17_2,p17_3,p17_4,p17_5,p17_6,p17_7,p17_8,p17_9,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p19_1,p19_2,p19_3,p19_4,p19_5,p19_6,p20_1,p20_2,p20_3,p20_4,p20_5,p20_6,p20_7,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p21_7,p22_1,p22_2,p22_3,p22_4,p22_5,p22_6,p22_7,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_1,p24_2,p24_3,p25,gen_r,gen_sex,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
1499,Mujer,69,65+,20.001 - 50.000,Barcelona,Cataluña,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,B,Llego/se llega justo a final de mes,"10 Con toda seguridad, iría a votar",JxCAT – Junts (Junts per Catalunya – Junts),JxCAT – Junts (Junts per Catalunya – Junts),6,0 No le votaría nunca,0 No le votaría nunca,6,6,0 No le votaría nunca,JxCAT – Junts (Junts per Catalunya – Junts),Junts-UE (Junts i Lliures per Europa),3,Bastante,Bastante,Mucho,Bastante,Mucho,Bastante,Mucho,,,,,,,,,Sobrecarga de servicios y recursos públicos,,,Conflictividad social,30,Ha crecido,Son demasiadas,Bastante,Televisión,,,,,,,,,,,,Poca,Bastante de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,No,No,Sí,No,Sí,,,,,"Ni positiva, ni negativa",,"Ni positiva, ni negativa","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",Me gustaría,Me gustaría,,"Ni me gustaría, ni me disgustaría",,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Bien,Bien,Bien,PSOE,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",1.389306
1500,Mujer,44,35-44,20.001 - 50.000,Burgos,Castilla y León,"Sí, con uno/a de 18 años o más",Tercer grado (Doctorado),A1,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),Sumar,9,0 No le votaría nunca,0 No le votaría nunca,9,6,0 No le votaría nunca,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),3,Bastante,Poco,Bastante,Bastante,Bastante,Mucho,Bastante,,,,,,,,,,Criminalidad,,Conflictividad social,999,Ha crecido,Son las adecuadas,Bastante,Televisión,,,,Podcasts,,,,,,,,Bastante,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,No,No,No,No,Sí,,,,,,,"Ni positiva, ni negativa","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Bien,Bien,Bien,Sumar,Generacion X,Mujer [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.780357
1501,Hombre,71,65+,100.001 - 500.000,Asturias,"Asturias, Principado de",No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,Llego/se llega justo a final de mes,9,Votaría en blanco,PSOE (Partido Socialista Obrero Español),3,3,1,1,1,1,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),4,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Diversidad cultural,,,,,Crecimiento demográfico,,,,,,,25,Ha crecido,Son las adecuadas,Poca,Televisión,Radio,,,,,,,,,,,Bastante,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,Sí,No,Sí,Sí,Sí,,,Positiva,,Positiva,Positiva,Positiva,Me gustaría,Me gustaría,,Me gustaría,,,,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Bien,PSOE,Baby Boomers - Silent Generation,Hombre [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",0.820495
1502,Mujer,49,45-54,50.001 - 100.000,Málaga,Andalucía,"Sí, con uno/a de 13 a 17 años",Tercer Grado (Máster),B,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",Sumar,Sumar,No lo sé,0 No le votaría nunca,0 No le votaría nunca,9,No lo sé,0 No le votaría nunca,Sumar,Sumar,2,Bastante,Poco,Mucho,Bastante,No lo sé,Bastante,Poco,Diversidad cultural,,,,,,,,,,,Conflictividad social,999,Ha crecido,No lo sé,Poca,Televisión,,,,,,,,,,,,Bastante,Bastante de acuerdo,No lo sé,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,No lo sé,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,No lo sé,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,No lo sé,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,No,No,Sí,No lo sé,No,,,,,"Ni positiva, ni negativa",,,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",Me gustaría,Me gustaría,,Me gustaría,"Ni me gustaría, ni me disgustaría",Muy bien,No lo sé,Muy bien,No lo sé,No lo sé,Muy bien,No lo sé,Bien,Bien,No lo sé,Generacion X,Mujer [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",1.003892
1503,Mujer,21,18-24,20.001 - 50.000,Valencia/València,Comunitat Valenciana,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",Vox,Vox,0 No le votaría nunca,10 Le votaría siempre,10 Le votaría siempre,0 No le votaría nunca,0 No le votaría nunca,3,Vox,PP (Partido Popular),10 Extrema derecha,Mucho,Bastante,Bastante,Mucho,Mucho,Poco,Mucho,,,,,,,Inseguridad,,,,,Conflictividad social,95,Ha crecido,Son demasiadas,Bastante,Televisión,,,,,,,,,,,,Bastante,Bastante de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Bastante de acuerdo,No debería permitirse,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No lo sé,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No debería permitirse,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No debería permitirse,No debería permitirse,No lo sé,No,No,No,Sí,Sí,Sí,No,,,,"Ni positiva, ni negativa","Ni positiva, ni negativa","Ni positiva, ni negativa",,No me gustaría nada,No me gustaría nada,No me gustaría nada,,,,"Ni me gustaría, ni me disgustaría",Mal,"Ni bien, ni mal",Bien,Muy mal,Muy mal,"Ni bien, ni mal",Muy mal,Mal,Regular,Vox,Generacion Z,Mujer [Generacion Z],Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.773206
1504,Mujer,37,35-44,20.001 - 50.000,Sevilla,Andalucía,No convivo con ningún/a hijo/a,Tercer grado (Doctorado),B,Llego/se llega justo a final de mes,"10 Con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 Le votaría siempre,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),No lo sé,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,,,,,,,,,,,,Conflictividad social,999,No lo sé,Son demasiadas,No lo sé,Televisión,,,,,Redes sociales,,,,,,,Mucha,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,Sí,Sí,Sí,No,Sí,,,Muy positiva,Muy positiva,Muy positiva,,Muy positiva,Me gustaría mucho,Me gustaría mucho,,,,Me gustaría mucho,,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Bien,Bien,Muy bien,PSOE,Millennials,Mujer [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.908783
1505,Mujer,18,18-24,500.000+,Málaga,Andalucía,No convivo con ningún/a hijo/a,"Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)",E1,Ahorro/se ahorra un poco de dinero cada mes,3,Podemos,Podemos,4,2,0 No le votaría nunca,6,7,0 No le votaría nunca,No tenía edad para votar,Podemos,1,Mucho,Mucho,Bastante,Mucho,Poco,Mucho,Mucho,,,,Tolerancia,,Crecimiento demográfico,,,,,,,6,No lo sé,No lo sé,Poca,Televisión,,Periódicos,,,,,,,,,,Mucha,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,No,No,Sí,Sí,Sí,Sí,Sí,,,Muy positiva,Positiva,Positiva,Muy positiva,Muy positiva,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,,,,,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,No lo sé,Generacion Z,Mujer [Generacion Z],Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",0.992021
1506,Hombre,68,65+,500.000+,Barcelona,Cataluña,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,Ahorro/se ahorra un poco de dinero cada mes,8,PP (Partido Popular),PP (Partido Popular),4,7,3,2,2,2,PP (Partido Popular),PP (Partido Popular),6,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,,,,,,Crecimiento demográfico,,,,,Pérdida de identidad cultural,,999,Ha crecido,Son demasiadas,Bastante,Televisión,Radio,,,,,,,,,,,Poca,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,No,No,Sí,No,Sí,,,,,"Ni positiva, ni negativa",,Muy positiva,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,"Ni me gustaría, ni me disgustaría",,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Bien,Bien,Bien,PP,Baby Boomers - Silent Generation,Hombre [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",0.91917
1507,Hombre,46,45-54,< 10.000,Córdoba,Andalucía,"Sí, con uno/a de 9 a 12 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A2,Ahorro/se ahorra un poco de dinero cada mes,5,No lo sé,Ninguno,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,Voté en blanco,Voté en blanco,5,Mucho,Mucho,Nada,Mucho,Mucho,Mucho,Mucho,Diversidad cultural,,,,,Crecimiento demográfico,,,,,,,999,Ha crecido,No lo sé,Poca,Televisión,Radio,,,,,,,,,,,No lo sé,Nada de acuerdo,Nada de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,No lo sé,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No lo sé,Debería permitirse con limitaciones,No lo sé,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,No,No,Sí,No,Sí,No,,,,Positiva,,Positiva,,"Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría","Ni me gustaría, ni me disgustaría",,"Ni me gustaría, ni me disgustaría",,"Ni me gustaría, ni me disgustaría","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",No lo sé,Regular,No lo sé,Ninguno de los anteriores,Generacion X,Hombre [Generacion X],Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",1.000093
1508,Hombre,45,45-54,100.001 - 500.000,"Balears, Illes","Balears, Illes",No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,He tenido/se ha tenido que contraer deuda,"10 Con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),8,8,0 No le votaría nunca,5,1,5,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),5,Mucho,Mucho,Bastante,Mucho,Mucho,Mucho,Mucho,,,,,,,,,,Criminalidad,,Conflictividad social,24,Ha crecido,Son demasiadas,Mucha,Televisión,,,,,,,,,"Otro, ¿cuál?",,,Bastante,Bastante de acuerdo,Poco de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,Sí,Sí,Sí,Sí,Sí,Sí,,"Ni positiva, ni negativa","Ni positiva, ni negativa","Ni positiva, ni negativa",Negativa,Muy negativa,Negativa,"Ni me gustaría, ni me disgustaría",,,,,,,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Mal,Mal,Bien,Ninguno de los anteriores,Generacion X,Hombre [Generacion X],Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",0.850177
1509,Hombre,45,45-54,20.001 - 50.000,Málaga,Andalucía,"Sí, con uno/a de 13 a 17 años","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)",C,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",Vox,Vox,0 No le votaría nunca,8,10 Le votaría siempre,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,Vox,Vox,8,Bastante,Bastante,Mucho,Mucho,Mucho,Bastante,Mucho,,,,,,,,,,Criminalidad,,,60,Ha crecido,Son demasiadas,Bastante,,,Periódicos,,,,,,,,,,Bastante,Bastante de acuerdo,Poco de acuerdo,Nada de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,No debería permitirse,No debería permitirse,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,No debería permitirse,No debería permitirse,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No debería permitirse,No,No,Sí,Sí,Sí,Sí,Sí,,,"Ni positiva, ni negativa","Ni positiva, ni negativa",Positiva,"Ni positiva, ni negativa","Ni positiva, ni negativa",No me gustaría,No me gustaría,,,,,,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Mal,Regular,Regular,Regular,Vox,Generacion X,Hombre [Generacion X],Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",1.017933
1510,Mujer,52,45-54,500.000+,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 18 años o más","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",B,Ahorro/se ahorra un poco de dinero cada mes,"10 Con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),0 No le votaría nunca,10 Le votaría siempre,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,0 No le votaría nunca,PP (Partido Popular),PP (Partido Popular),5,Mucho,Mucho,Nada,Mucho,Mucho,Mucho,Mucho,,,,,,,Inseguridad,,,,,Conflictividad social,5,Ha crecido,Son demasiadas,Poca,Televisión,,Periódicos,,,,,,,,,,Bastante,Muy de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No debería permitirse,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,No debería permitirse,No debería permitirse,Debería permitirse con limitaciones,No debería permitirse,No debería permitirse,Debería permitirse con limitaciones,No,No,No,Sí,No,No,Sí,,,,Muy negativa,,,Muy negativa,No me gustaría nada,No me gustaría nada,No me gustaría nada,,No me gustaría nada,No me gustaría nada,,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,"Ni bien, ni mal",Muy mal,Muy mal,Muy mal,Vox,Generacion X,Mujer [Generacion X],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.76761
1511,Mujer,42,35-44,20.001 - 50.000,Sevilla,Andalucía,"Sí, con uno/a de 13 a 17 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",B,Llego/se llega justo a final de mes,8,PP (Partido Popular),PP (Partido Popular),1,10 Le votaría siempre,3,2,0 No le votaría nunca,1,PP (Partido Popular),PP (Partido Popular),5,Bastante,Bastante,Poco,Bastante,Poco,Bastante,Bastante,Diversidad cultural,,,Tolerancia,,,,,,,,,5,Ha crecido,Son las adecuadas,Bastante,Televisión,,,,,Redes sociales,,,,,,,Bastante,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse sin limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,Debería permitirse con limitaciones,No,Sí,Sí,Sí,Sí,Sí,Sí,,Positiva,Positiva,"Ni positiva, ni negativa",Positiva,Negativa,Positiva,"Ni me gustaría, ni me disgustaría",,,,,,,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Bien,Bien,Bien,PP,Millennials,Mujer [Millennials],Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.908783
